WRIST_X,WRIST_Y,WRIST_Z,Letter,THUMB_CMC_X,THUMB_CMC_Y,THUMB_CMC_Z,THUMB_MCP_X,THUMB_MCP_Y,THUMB_MCP_Z,THUMB_IP_X,THUMB_IP_Y,THUMB_IP_Z,THUMB_TIP_X,THUMB_TIP_Y,THUMB_TIP_Z,INDEX_FINGER_MCP_X,INDEX_FINGER_MCP_Y,INDEX_FINGER_MCP_Z,INDEX_FINGER_PIP_X,INDEX_FINGER_PIP_Y,INDEX_FINGER_PIP_Z,INDEX_FINGER_DIP_X,INDEX_FINGER_DIP_Y,INDEX_FINGER_DIP_Z,INDEX_FINGER_TIP_X,INDEX_FINGER_TIP_Y,INDEX_FINGER_TIP_Z,MIDDLE_FINGER_MCP_X,MIDDLE_FINGER_MCP_Y,MIDDLE_FINGER_MCP_Z,MIDDLE_FINGER_PIP_X,MIDDLE_FINGER_PIP_Y,MIDDLE_FINGER_PIP_Z,MIDDLE_FINGER_DIP_X,MIDDLE_FINGER_DIP_Y,MIDDLE_FINGER_DIP_Z,MIDDLE_FINGER_TIP_X,MIDDLE_FINGER_TIP_Y,MIDDLE_FINGER_TIP_Z,RING_FINGER_MCP_X,RING_FINGER_MCP_Y,RING_FINGER_MCP_Z,RING_FINGER_PIP_X,RING_FINGER_PIP_Y,RING_FINGER_PIP_Z,RING_FINGER_DIP_X,RING_FINGER_DIP_Y,RING_FINGER_DIP_Z,RING_FINGER_TIP_X,RING_FINGER_TIP_Y,RING_FINGER_TIP_Z,PINKY_MCP_X,PINKY_MCP_Y,PINKY_MCP_Z,PINKY_PIP_X,PINKY_PIP_Y,PINKY_PIP_Z,PINKY_DIP_X,PINKY_DIP_Y,PINKY_DIP_Z,PINKY_TIP_X,PINKY_TIP_Y,PINKY_TIP_Z
0.5983991026878357,0.8751064538955688,-8.433434004473384e-07,a,0.5132819414138794,0.8078302145004272,-0.036275118589401245,0.46167999505996704,0.5966547131538391,-0.04475070908665657,0.44721102714538574,0.4226711094379425,-0.05498308688402176,0.43104487657546997,0.30643224716186523,-0.056435827165842056,0.5012094378471375,0.4330020248889923,0.008737554773688316,0.4915233552455902,0.26423579454421997,-0.034858010709285736,0.48966944217681885,0.3811151087284088,-0.05976482853293419,0.4996638298034668,0.4832998216152191,-0.06851474195718765,0.5548929572105408,0.42867937684059143,0.010907812975347042,0.550129771232605,0.2625439167022705,-0.03276819363236427,0.5392113327980042,0.4036276638507843,-0.04259021580219269,0.5438434481620789,0.5024294853210449,-0.03564733266830444,0.6079996228218079,0.4449577331542969,0.002144726924598217,0.6124333143234253,0.2793826460838318,-0.0384487509727478,0.5897171497344971,0.40670353174209595,-0.028864216059446335,0.5846376419067383,0.5033271312713623,-0.0091874860227108,0.6630442142486572,0.47967782616615295,-0.011814534664154053,0.6630124449729919,0.35340192914009094,-0.03946273401379585,0.6351240873336792,0.4228808283805847,-0.03573812544345856,0.6236891150474548,0.4979322552680969,-0.024391409009695053
0.5907853841781616,0.8773472905158997,-8.652934866404394e-07,a,0.5052685141563416,0.8138865232467651,-0.03501669317483902,0.4531375765800476,0.6055048704147339,-0.04344267025589943,0.4392252564430237,0.4323446452617645,-0.05402309447526932,0.4240064024925232,0.3144969642162323,-0.056037019938230515,0.4942588806152344,0.4390588700771332,0.008816871792078018,0.48527947068214417,0.26693326234817505,-0.035728927701711655,0.48282986879348755,0.38366571068763733,-0.061040766537189484,0.4916563332080841,0.49006375670433044,-0.069420725107193,0.5463793277740479,0.43592458963394165,0.010287885554134846,0.5417240858078003,0.2664150893688202,-0.03449917212128639,0.5305432677268982,0.4092159569263458,-0.04503221809864044,0.5355838537216187,0.5122075080871582,-0.03789662942290306,0.5989577174186707,0.45227131247520447,0.0010482562938705087,0.6052889227867126,0.2833966612815857,-0.041202612221241,0.5813741087913513,0.4135642647743225,-0.03239165619015694,0.5752850770950317,0.5131533741950989,-0.012354961596429348,0.6535449624061584,0.486686646938324,-0.01310953963547945,0.6549860835075378,0.35780566930770874,-0.042105283588171005,0.6260594725608826,0.43047311902046204,-0.03850112855434418,0.613226592540741,0.509142279624939,-0.026577236130833626
0.5877724885940552,0.8907692432403564,-9.089114882954163e-07,a,0.49940916895866394,0.8318198919296265,-0.039746250957250595,0.4448533058166504,0.6146435737609863,-0.04796311631798744,0.4322739541530609,0.43641889095306396,-0.05665772780776024,0.41998642683029175,0.3161609172821045,-0.055825285613536835,0.48304349184036255,0.45161759853363037,0.0027565197087824345,0.4782690107822418,0.2729339897632599,-0.03983975946903229,0.47601673007011414,0.39834362268447876,-0.06223706901073456,0.48384565114974976,0.5068070292472839,-0.0690288320183754,0.5371506214141846,0.4474603831768036,0.006762583274394274,0.5380178689956665,0.2694370746612549,-0.03615429624915123,0.5256703495979309,0.41899579763412476,-0.04427843168377876,0.5280251502990723,0.5232847332954407,-0.035873934626579285,0.5907022356987,0.46351733803749084,-0.00011534863006090745,0.6015536785125732,0.2895924150943756,-0.04160311818122864,0.5780012607574463,0.42488807439804077,-0.032125324010849,0.5700706839561462,0.5252920389175415,-0.01209559477865696,0.6459143757820129,0.49647676944732666,-0.012133052572607994,0.6499296426773071,0.3625496029853821,-0.04110734909772873,0.6228250861167908,0.4371586740016937,-0.03740070015192032,0.6091143488883972,0.5155990123748779,-0.025853419676423073
0.5736662149429321,0.9091521501541138,-9.127737712333328e-07,a,0.48678746819496155,0.843862771987915,-0.0351715162396431,0.4309423565864563,0.6246613264083862,-0.04247845709323883,0.41619011759757996,0.4468558132648468,-0.05169934406876564,0.40454643964767456,0.3250691294670105,-0.05199028179049492,0.47345495223999023,0.45564138889312744,0.008770023472607136,0.4617577791213989,0.2813364267349243,-0.03538435697555542,0.45941412448883057,0.4073536992073059,-0.06021838262677193,0.4706799387931824,0.518002450466156,-0.06853710114955902,0.5280500054359436,0.4525103271007538,0.01016951072961092,0.5219595432281494,0.27935072779655457,-0.03503440320491791,0.5110918283462524,0.4310148358345032,-0.044709712266922,0.5171492695808411,0.5386906266212463,-0.03681306168437004,0.583103358745575,0.4697614312171936,0.0008379536448046565,0.5881657004356384,0.2949298024177551,-0.04212815314531326,0.5654157996177673,0.4331018626689911,-0.03191104903817177,0.5605249404907227,0.537007749080658,-0.010907837189733982,0.6400084495544434,0.50611811876297,-0.01343644317239523,0.6407259702682495,0.3707990348339081,-0.044371992349624634,0.611677348613739,0.45083731412887573,-0.04017219319939613,0.5994176864624023,0.534476101398468,-0.027470892295241356
0.5856116414070129,0.9172393083572388,-9.609118478692835e-07,a,0.4941829741001129,0.8475397825241089,-0.038449570536613464,0.4351530075073242,0.6231966018676758,-0.0471583753824234,0.4186633229255676,0.43427520990371704,-0.057685814797878265,0.40700697898864746,0.30254945158958435,-0.05819026008248329,0.4784497916698456,0.4436269998550415,0.008883588947355747,0.47117939591407776,0.26169538497924805,-0.03773706406354904,0.4679281711578369,0.3962596654891968,-0.06253428012132645,0.4780528247356415,0.5099552869796753,-0.07009628415107727,0.5360995531082153,0.4404158890247345,0.010469095781445503,0.5363897681236267,0.2551104426383972,-0.03615656867623329,0.5215756297111511,0.41604867577552795,-0.04430658742785454,0.5262340307235718,0.5246456861495972,-0.03454186022281647,0.5940120220184326,0.4595595896244049,0.0004139157244935632,0.6050137877464294,0.27660590410232544,-0.045343175530433655,0.5780425071716309,0.422859787940979,-0.032839201390743256,0.5714176893234253,0.5281838178634644,-0.00907265767455101,0.6525893807411194,0.49842262268066406,-0.014837735332548618,0.6575326919555664,0.35583171248435974,-0.04612036049365997,0.6270673871040344,0.4383818805217743,-0.03951701521873474,0.6144022941589355,0.523637592792511,-0.02456521987915039
0.5860849618911743,0.9336016774177551,-1.033545117934409e-06,a,0.49630704522132874,0.8552281260490417,-0.04037410020828247,0.4365966022014618,0.6202910542488098,-0.04973703995347023,0.4202349781990051,0.4258003830909729,-0.061500538140535355,0.40883058309555054,0.28963354229927063,-0.06351374089717865,0.4823600649833679,0.4391559362411499,0.00665324367582798,0.4746374487876892,0.25172775983810425,-0.04181596636772156,0.46921229362487793,0.38989245891571045,-0.06757114082574844,0.4793566167354584,0.5052926540374756,-0.0759250819683075,0.5419661998748779,0.4366678297519684,0.0077150734141469,0.5433487296104431,0.24550148844718933,-0.041354935616254807,0.5255675911903381,0.4144384562969208,-0.050025444477796555,0.5292046070098877,0.5265202522277832,-0.04051972180604935,0.6016949415206909,0.4581720232963562,-0.0033031220082193613,0.6141992807388306,0.27089887857437134,-0.051389098167419434,0.5839706659317017,0.4246435761451721,-0.03942907601594925,0.5762191414833069,0.5354101657867432,-0.015866240486502647,0.662082314491272,0.500670850276947,-0.019826574251055717,0.6693258285522461,0.3546493947505951,-0.05260607227683067,0.6366910934448242,0.4394966959953308,-0.04698024317622185,0.622776448726654,0.5277398228645325,-0.03294406086206436
0.5705638527870178,0.9081558585166931,-9.891792842608993e-07,a,0.4794798791408539,0.8349348306655884,-0.036599256098270416,0.4216431975364685,0.6129100322723389,-0.044213052839040756,0.4034520983695984,0.42863672971725464,-0.05361014977097511,0.3933476507663727,0.29922476410865784,-0.05264180526137352,0.4673026502132416,0.44152045249938965,0.008173556998372078,0.4631160497665405,0.2562686502933502,-0.036095891147851944,0.45664432644844055,0.391643762588501,-0.05810398980975151,0.46378982067108154,0.5053467154502869,-0.06401457637548447,0.5232427716255188,0.43922850489616394,0.009166095405817032,0.5265205502510071,0.2521750330924988,-0.0365714505314827,0.5089552998542786,0.4131969213485718,-0.04351988807320595,0.5114294290542603,0.5225444436073303,-0.03284722566604614,0.5799330472946167,0.45758092403411865,-0.0009706128039397299,0.5925183892250061,0.2753686308860779,-0.0448567233979702,0.5644247531890869,0.4192526638507843,-0.03142557293176651,0.5564042925834656,0.5227462649345398,-0.007440053857862949,0.6378294825553894,0.4951610863208771,-0.016184186562895775,0.6439822912216187,0.3543011546134949,-0.045811135321855545,0.6127657890319824,0.4349091649055481,-0.038539037108421326,0.5980721712112427,0.5174620747566223,-0.023423880338668823
0.548876166343689,0.8909992575645447,-9.539154461890575e-07,a,0.46156826615333557,0.8206017017364502,-0.03605962172150612,0.4078337550163269,0.6016289591789246,-0.04345441237092018,0.39029401540756226,0.4254220724105835,-0.052513327449560165,0.37889760732650757,0.3038889169692993,-0.0521034300327301,0.4533382058143616,0.445902556180954,0.008911065757274628,0.44335508346557617,0.2709383964538574,-0.03286193683743477,0.43692541122436523,0.3985668122768402,-0.05481412634253502,0.4462929666042328,0.5062878131866455,-0.06157124042510986,0.5059500932693481,0.4413037598133087,0.010122952051460743,0.5047523379325867,0.262246310710907,-0.0331386961042881,0.48608919978141785,0.4140680432319641,-0.04043006896972656,0.489902138710022,0.5192400217056274,-0.030705152079463005,0.5588905215263367,0.4576259255409241,0.0004857636522501707,0.5671965479850769,0.28156888484954834,-0.0406661257147789,0.5383375287055969,0.41715294122695923,-0.02910667099058628,0.5325437188148499,0.5174398422241211,-0.007281619589775801,0.6142032146453857,0.4916636049747467,-0.014235960319638252,0.616087019443512,0.355561763048172,-0.041761502623558044,0.585034966468811,0.4289904832839966,-0.03558811545372009,0.5729601383209229,0.5077831149101257,-0.022079279646277428
0.5383127331733704,0.8606971502304077,-9.062777621693385e-07,a,0.45735183358192444,0.7909313440322876,-0.03588741272687912,0.40339627861976624,0.5797757506370544,-0.044563088566064835,0.3859388530254364,0.40806251764297485,-0.05502452328801155,0.3772740364074707,0.2868828773498535,-0.056699156761169434,0.4450201094150543,0.43339306116104126,0.007624362129718065,0.4336034655570984,0.2650292217731476,-0.033435627818107605,0.42613258957862854,0.38017722964286804,-0.05664069578051567,0.43564313650131226,0.4825252294540405,-0.06482766568660736,0.4933626651763916,0.4270031452178955,0.00940495915710926,0.48794132471084595,0.2524262070655823,-0.03371082991361618,0.47050076723098755,0.3917141556739807,-0.042985714972019196,0.4763942062854767,0.49641144275665283,-0.03534150868654251,0.5434119701385498,0.44055673480033875,0.0006446524639613926,0.5466307401657104,0.26835253834724426,-0.03937240317463875,0.5200979709625244,0.39258873462677,-0.03060881793498993,0.5178062915802002,0.49205800890922546,-0.011316757649183273,0.5967961549758911,0.4714832603931427,-0.013223309069871902,0.59513258934021,0.34037601947784424,-0.04004563018679619,0.5661493539810181,0.40570053458213806,-0.03662553429603577,0.5576143264770508,0.4838295876979828,-0.0257040336728096
0.5379764437675476,0.8393416404724121,-9.173954254038108e-07,a,0.4583127498626709,0.7692177891731262,-0.030677951872348785,0.4122155010700226,0.5618636012077332,-0.036534253507852554,0.403375506401062,0.39553993940353394,-0.04471438378095627,0.4000045657157898,0.2803243398666382,-0.04469244182109833,0.45718449354171753,0.4221149682998657,0.009087316691875458,0.4496431052684784,0.25413650274276733,-0.029219143092632294,0.44016727805137634,0.36590516567230225,-0.05055222660303116,0.4475417733192444,0.46776771545410156,-0.05774003639817238,0.503520131111145,0.42132359743118286,0.009024841710925102,0.502485454082489,0.247651606798172,-0.031272873282432556,0.4831475615501404,0.37974005937576294,-0.04028520733118057,0.4879026412963867,0.4819571375846863,-0.03303815424442291,0.5516775846481323,0.43772202730178833,-0.0006092271651141346,0.5580529570579529,0.2704172730445862,-0.03811151534318924,0.5298296809196472,0.3886454999446869,-0.030333366245031357,0.5267872214317322,0.48509344458580017,-0.012327260337769985,0.6032349467277527,0.4703019857406616,-0.014784789644181728,0.6027361750602722,0.3386745750904083,-0.039874784648418427,0.573474645614624,0.3990168869495392,-0.0362837053835392,0.5646743774414062,0.47489604353904724,-0.025637688115239143
